Date,WindSpeed,WindDirection,City
01/01/2007,24.316467503512726,255.2331756432024,Multan
01/01/2007,28.74836369922879,104.9715604024002,Islamabad
01/01/2007,27.188154028772797,170.9150931135077,Gujranwala
01/01/2007,8.418232851835846,268.3046295423778,Karachi
01/01/2007,1.9451271194031194,648.3292950220189,Sialkot
01/01/2007,,239.18125997841543,Lahore
01/01/2007,5.084001221175267,,Rawalpindi
01/01/2007,8.164152036,344.3545634101687,Quetta
01/01/2007,18.952460789400316,350.54698388308174,Gwadar
01/01/2007,29.840278142668954,314.39417243453204,Peshawar
01/01/2007,1.9345625731803673,245.02388780754052,Sukkur
01/01/2007,9.469713183972084,,Faisalabad
02/01/2007,,74.40483251,Multan
02/01/2007,7.814234775152111,113.97356098929819,Islamabad
02/01/2007,15.676703332327824,76.89805728247154,Gujranwala
02/01/2007,,281.2603007208295,Karachi
02/01/2007,9.668561181238108,91.27994043311021,Sialkot
02/01/2007,11.608637302261295,193.7215134874756,Lahore
02/01/2007,10.464013486555267,55.11933560334194,Rawalpindi
02/01/2007,2.779698941178391,26.302292987603746,Quetta
02/01/2007,7.699320417473173,225.6054343193957,Gwadar
02/01/2007,20.87736656165887,190.53493483034447,Peshawar
02/01/2007,26.66453740033564,140.2857724459734,Sukkur
02/01/2007,28.913562596014906,199.86541769503017,Faisalabad
03/01/2007,16.811664207042245,222.9623201749153,Multan
03/01/2007,26.098604560147244,326.12988403044375,Islamabad
03/01/2007,,,Gujranwala
03/01/2007,28.515518701798225,34.81602655557129,Karachi
03/01/2007,,270.4193204589736,Sialkot
03/01/2007,7.625533982319564,324.2308812377944,Lahore
03/01/2007,24.12038108387305,2.0872572677315615,Rawalpindi
03/01/2007,15.672144875212883,237.29075561134943,Quetta
03/01/2007,5.085530717714818,753.5502369501689,Gwadar
03/01/2007,12.575502999285353,,Peshawar
03/01/2007,4.814725988082367,10.892931914998783,Sukkur
03/01/2007,,304.9092514188749,Faisalabad
04/01/2007,6.585961427796393,80.18321126452454,Multan
04/01/2007,17.49474295797011,234.79474970991964,Islamabad
04/01/2007,17.091308936997706,106.53573997992518,Gujranwala
04/01/2007,25.045453810833457,314.2173036191028,Karachi
04/01/2007,23.326465279093217,135.0151261874389,Sialkot
04/01/2007,14.703660389164195,280.1218836242622,Lahore
04/01/2007,16.83810638340826,211.23674269983738,Rawalpindi
04/01/2007,27.627290784408462,339.5413499549688,Quetta
